V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,Q15,Q19,Q20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_x1,Q23_x2,Q23_x3,Q23_x4,Q23_x5,Q23_x6,Q23_x7,Q23_x8,Q23_x9,Q23_x10,Q23_x16,Q23_x11,Q23_x12,Q23_x13,Q23_x14,Q23_x15,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q16,LocationLatitude,LocationLongitude,LocationAccuracy,
R_0oKyVb0AVq0g2bj,Default Response Set,Anonymous,,,173.59.109.246,0,2015-03-08 00:49:23,2015-03-08 00:53:21,1,1188872708,NxiZSfrovz1wIqXSbtC-fQ**,11808,Qual724-0219FoodBeverageServers,1,,238,17868756789432,1,1,1,6,5,6,4,4,2,5,6,3,5,4,5,6,5,4,1,5,5,3,5,5,5,7,5,7,6,4,7,4,7,5,6,6,7,6,7,7,6,5,6,5,6,4,6,,,,,,,,,,,,,,,,,1,2,1,4,3,5,2,4,3,40.641494750977,-75.227600097656,-1,
R_blQHttqcE21w6qh,Default Response Set,Anonymous,,,173.234.185.181,0,2015-03-08 01:26:21,2015-03-08 01:29:06,1,1277315113,NxiZSfrovz2DF5a4bjDvmw**,11808,Qual724-0219FoodBeverageServers,1,,165,19198046136582,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,2,4,1,8,2,2,6,34.052200317383,-118.24369812012,-1,
R_1FFdRQdRwzJJXbD,Default Response Set,Anonymous,,,24.218.7.132,0,2015-03-08 07:14:41,2015-03-08 07:19:44,1,1224443212,NxiZSfrovz1wonNDAX5dlg**,11808,Qual724-0219FoodBeverageServers,1,,303,18403381464552,1,1,1,6,4,5,5,4,4,5,5,4,6,6,6,6,6,5,2,5,6,4,2,4,6,5,6,2,2,1,1,2,3,5,6,5,6,4,7,6,6,6,6,6,7,5,6,,,,,,,,,,,,,,,,,1,6,1,4,4,5,2,3,5,42.349594116211,-71.074600219727,-1,
R_dcoog6UrDGN3tR3,Default Response Set,Anonymous,,,98.216.16.235,0,2015-03-08 08:41:28,2015-03-08 08:42:59,1,1263532176,NxiZSfrovz3MYYi3dmK3rQ**,11808,Qual724-0219FoodBeverageServers,1,,91,18990888593472,1,1,1,5,6,7,5,5,5,4,6,5,6,3,4,4,5,4,5,6,7,4,5,4,6,5,3,4,5,5,6,6,5,5,4,5,4,6,5,6,7,5,5,5,3,4,4,,,,,,,,,,,,,,,,,1,2,1,4,1,8,2,3,3,42.891494750977,-71.278701782227,-1,
R_bk1E8wl2qhjj7xP,Default Response Set,Anonymous,,,23.120.196.229,0,2015-03-08 08:40:01,2015-03-08 08:45:19,1,1237440259,NxiZSfrovz1os76_FKAceg**,11808,Qual724-0219FoodBeverageServers,1,,318,18598727080962,1,1,1,5,2,4,7,3,6,7,7,3,6,7,7,7,7,7,6,6,7,6,6,7,7,5,6,3,3,3,4,3,3,5,7,7,7,6,7,7,7,3,6,6,7,4,6,,,,,,,,,,,,,,,,,1,6,2,2,4,5,2,5,6,32.77360534668,-115.60220336914,-1,
R_9QWgOhNe64iR6nz,Default Response Set,Anonymous,,,97.77.163.210,0,2015-03-08 09:03:06,2015-03-08 09:05:59,1,1263571443,NxiZSfrovz3nklRmJis8iQ**,11808,Qual724-0219FoodBeverageServers,1,,173,18991478776482,1,1,1,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,5,7,7,6,6,6,5,5,5,5,5,5,6,6,,,,,,,,,,,,,,,,,1,3,1,2,1,6,2,4,4,32.879592895508,-96.704299926758,-1,
R_2fc8AaA6kO4JlGJ,Default Response Set,Anonymous,,,71.62.146.210,0,2015-03-08 09:12:39,2015-03-08 09:15:36,1,1138401680,NxiZSfrovz2M-l3-PO4ltw**,11808,Qual724-0219FoodBeverageServers,1,,177,17110177238592,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,3,1,4,3,2,2,1,6,37.552597045898,-77.499397277832,-1,
R_9AXN1I4fQUoX3JH,Default Response Set,Anonymous,,,50.38.92.33,0,2015-03-08 09:23:39,2015-03-08 09:29:39,1,1132140794,NxiZSfrovz3SGfsMTonKoA**,11808,Qual724-0219FoodBeverageServers,1,,360,17016076122012,1,1,1,6,4,6,5,5,2,4,4,2,2,5,6,6,6,6,6,6,6,6,4,5,6,6,6,2,3,2,2,2,2,5,6,6,4,4,6,6,4,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,4,1,2,1,4,2,5,3,45.308395385742,-122.77989959717,-1,
R_3C0umUvGF1bz9uB,Default Response Set,Anonymous,,,173.244.39.0,0,2015-03-08 09:52:20,2015-03-08 09:56:16,1,1276695763,NxiZSfrovz1rBAoTIYjdbw**,11808,Qual724-0219FoodBeverageServers,1,,236,19188737306082,1,1,1,7,6,7,6,6,7,6,6,7,6,5,7,6,6,6,7,6,7,7,6,7,7,6,7,6,6,7,6,7,6,5,6,7,6,6,7,7,6,6,7,6,6,7,6,,,,,,,,,,,,,,,,,1,3,2,4,1,8,2,4,6,25.78059387207,-80.182601928711,-1,
R_0xr1honKbhkIWfX,Default Response Set,Anonymous,,,72.88.224.227,0,2015-03-08 09:58:18,2015-03-08 10:01:42,1,1274378868,NxiZSfrovz36utKmyoCSVA**,11808,Qual724-0219FoodBeverageServers,1,,204,19153914374232,1,1,1,6,2,6,5,6,2,3,6,3,2,6,6,6,5,6,6,6,6,5,4,6,6,6,6,2,2,2,2,2,2,5,6,6,6,6,6,6,6,7,6,6,6,7,6,,,,,,,,,,,,,,,,,1,2,2,4,1,6,2,5,3,40.735702514648,-74.172401428223,-1,
R_4Hs39059RmG9krj,Default Response Set,Anonymous,,,172.12.242.224,0,2015-03-08 10:16:21,2015-03-08 10:19:54,1,1208876223,NxiZSfrovz0tE0l6Snt0rA**,11808,Qual724-0219FoodBeverageServers,1,,213,18169409619882,1,1,1,5,3,5,5,4,3,4,5,3,4,6,6,5,6,5,3,5,5,3,4,5,5,3,5,3,6,3,5,4,6,5,6,6,7,6,6,6,7,5,6,7,5,5,7,,,,,,,,,,,,,,,,,1,3,1,4,1,3,2,3,6,32.889694213867,-117.13359832764,-1,
R_3r4kLTwmytjyI2p,Default Response Set,Anonymous,,,24.94.86.63,0,2015-03-08 10:22:22,2015-03-08 10:28:46,1,1239244673,NxiZSfrovz1Pi_ByScSs2Q**,11808,Qual724-0219FoodBeverageServers,1,,384,18625847423382,1,1,1,6,6,5,5,5,4,4,5,5,4,3,6,6,6,6,5,5,6,6,4,4,5,5,6,2,5,2,3,2,3,5,6,6,6,5,6,5,5,5,5,6,6,4,5,,,,,,,,,,,,,,,,,1,3,1,4,1,6,2,4,5,21.296005249023,-157.82739257812,-1,
R_8uKUf9CvccSWWs5,Default Response Set,Anonymous,,,76.125.169.120,0,2015-03-08 10:24:59,2015-03-08 10:29:01,1,1276538266,NxiZSfrovz0n6lqxJ-0uAg**,11808,Qual724-0219FoodBeverageServers,1,,242,19186370126172,1,1,1,5,1,3,2,2,4,5,4,4,4,4,3,5,5,5,4,4,6,5,4,5,6,5,6,5,5,5,5,5,5,5,7,6,6,6,7,6,6,6,7,6,7,7,7,,,,,,,,,,,,,,,,,1,4,1,4,3,5,2,3,6,40.158203125,-80.255302429199,-1,
R_6tZoJYtCKFDp2Op,Default Response Set,Anonymous,,,73.173.177.21,0,2015-03-08 10:45:15,2015-03-08 10:49:25,1,1224440283,NxiZSfrovz22RWqwjC0vXg**,11808,Qual724-0219FoodBeverageServers,1,,250,18403337441682,1,1,1,6,3,6,7,6,5,3,4,3,6,4,4,3,6,4,2,2,7,3,4,3,6,5,5,7,7,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,6,7,6,,,,,,,,,,,,,,,,,1,2,1,4,1,3,2,5,4,38.886505126953,-77.096900939941,-1,
R_4ZLzup6IJG5iSI5,Default Response Set,Anonymous,,,75.93.63.144,0,2015-03-08 11:00:57,2015-03-08 11:02:29,1,1209476241,NxiZSfrovz1pA6iD2z1c4Q**,11808,Qual724-0219FoodBeverageServers,1,,92,18178427890422,1,1,1,6,7,6,5,5,6,6,7,5,6,5,5,6,5,6,5,7,6,6,7,5,6,6,7,6,5,6,7,6,6,5,6,7,5,6,6,6,7,6,5,6,6,7,6,,,,,,,,,,,,,,,,,1,2,1,1,3,3,2,3,2,38.926803588867,-76.711799621582,-1,
R_1Cc6dIO2Iv2q2fH,Default Response Set,Anonymous,,,64.111.247.139,0,2015-03-08 11:34:14,2015-03-08 11:38:22,1,1257304931,NxiZSfrovz131Nx8karpLg**,11808,Qual724-0219FoodBeverageServers,1,,248,18897293101122,1,1,1,5,1,2,1,1,7,7,7,7,7,5,5,5,5,5,3,5,6,5,5,6,7,7,6,5,7,7,7,7,7,5,5,5,6,7,7,7,6,5,7,7,7,5,7,,,,,,,,,,,,,,,,,1,4,2,4,2,3,2,4,2,35.293502807617,-95.151901245117,-1,
R_2lAccdyjcSc3v5H,Default Response Set,Anonymous,,,209.58.130.107,0,2015-03-08 11:58:59,2015-03-08 12:06:47,1,1276758092,NxiZSfrovz0LtUuE8Dhytg**,11808,Qual724-0219FoodBeverageServers,1,,468,19189674110952,1,1,1,4,4,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,3,4,3,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,1,4,1,8,2,4,5,38.793197631836,-77.536598205566,-1,
R_cZubMYh0f3WiFWB,Default Response Set,Anonymous,,,71.52.43.116,0,2015-03-08 12:08:54,2015-03-08 12:13:17,1,1276005921,NxiZSfrovz3j1FgkZKL4Lw**,11808,Qual724-0219FoodBeverageServers,1,,263,19178368980822,1,1,1,7,1,4,4,4,4,4,7,1,1,7,7,7,7,7,6,6,6,5,5,5,7,7,6,1,4,4,4,2,4,5,7,6,7,7,7,7,7,6,6,6,5,5,5,,,,,,,,,,,,,,,,,1,2,1,5,2,8,2,3,6,36.0625,-115.3191986084,-1,
R_bJmnRc2PgKGKpF3,Default Response Set,Anonymous,,,73.191.44.127,0,2015-03-08 11:56:34,2015-03-08 12:20:40,1,1271129323,NxiZSfrovz21xYGYuG7Y2g**,11808,Qual724-0219FoodBeverageServers,1,,1446,19105073712882,1,1,1,6,5,5,5,5,5,5,2,2,2,4,5,4,6,5,7,5,7,5,3,5,7,7,7,2,6,3,1,1,1,5,6,5,4,4,5,6,4,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,2,4,3,6,2,3,6,38.688598632812,-75.073303222656,-1,
R_aaufSbAKlh4hVqZ,Default Response Set,Anonymous,,,73.214.14.120,0,2015-03-08 13:30:24,2015-03-08 13:36:24,1,1276880499,NxiZSfrovz2yZMnZm5na1g**,11808,Qual724-0219FoodBeverageServers,1,,360,19191513888162,1,1,1,7,5,2,2,3,5,5,6,3,5,6,3,3,7,5,5,4,6,2,2,4,4,2,4,5,6,7,7,4,7,5,6,6,6,7,6,6,4,5,2,2,5,7,6,,,,,,,,,,,,,,,,,1,2,2,4,3,6,3,5,4,40.503494262695,-80.078399658203,-1,
R_5hVbQTZPPPGG00l,Default Response Set,Anonymous,,,75.141.206.177,0,2015-03-08 13:38:40,2015-03-08 13:42:03,1,1210648412,NxiZSfrovz1f8oAdZvktew**,11808,Qual724-0219FoodBeverageServers,1,,203,18196045620552,1,1,1,6,4,5,5,5,5,5,4,4,6,6,6,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,5,1,4,3,3,1,4,2,39.264297485352,-119.48040008545,-1,
R_5mqOHNSFJJghkGN,Default Response Set,Anonymous,,,166.175.187.112,0,2015-03-08 14:06:54,2015-03-08 14:09:40,1,1219358146,NxiZSfrovz18xkjwLLFBeQ**,11808,Qual724-0219FoodBeverageServers,1,,166,18326952922572,1,1,1,7,1,6,6,5,2,2,5,4,3,7,7,7,7,7,6,6,6,4,4,5,4,6,6,2,4,4,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,2,4,3,5,2,3,5,41.850006103516,-87.650001525879,-1,
R_bOUn0cc3SmLxI1L,Default Response Set,Anonymous,,,73.212.30.193,0,2015-03-08 14:07:00,2015-03-08 14:13:17,1,1201419090,NxiZSfrovz3zcx0ifZjTdQ**,11808,Qual724-0219FoodBeverageServers,1,,377,18057328910892,1,1,1,5,5,5,4,5,2,2,2,2,4,6,6,6,6,6,5,5,5,5,4,5,5,5,4,2,1,1,1,1,1,5,4,5,5,5,6,5,4,7,7,7,7,6,6,,,,,,,,,,,,,,,,,1,5,2,4,1,3,2,5,2,38.47819519043,-75.198097229004,-1,
R_djxKBwK96n0Bbh3,Default Response Set,Anonymous,,,68.193.72.10,0,2015-03-08 14:13:49,2015-03-08 14:26:05,1,1272553898,NxiZSfrovz02Fcza8D1Zfg**,11808,Qual724-0219FoodBeverageServers,1,,736,19126485075132,1,1,1,4,4,5,4,4,5,6,5,4,5,6,5,4,4,4,5,5,4,4,4,4,5,5,5,4,5,6,5,4,5,5,5,5,6,5,6,6,5,5,6,6,5,5,5,,,,,,,,,,,,,,,,,1,2,2,5,4,8,2,1,2,40.745803833008,-74.032096862793,-1,
R_2aSQHaXwjOmM5IF,Default Response Set,Anonymous,,,73.196.102.234,0,2015-03-08 14:21:33,2015-03-08 14:26:35,1,1208888690,NxiZSfrovz1H7wLstrEiNw**,11808,Qual724-0219FoodBeverageServers,1,,302,18169596998892,1,1,1,6,3,5,4,3,4,6,4,4,6,3,3,4,3,3,3,4,6,4,5,4,5,3,4,6,6,6,2,4,6,5,6,6,6,5,6,6,5,3,6,4,6,4,4,,,,,,,,,,,,,,,,,1,4,2,4,4,3,2,5,4,40.791900634766,-74.263999938965,-1,
R_9TClxFB1VTImWa1,Default Response Set,Anonymous,,,70.57.241.28,0,2015-03-08 14:43:34,2015-03-08 14:49:43,1,1277206947,NxiZSfrovz1dwGwPWrWslw**,11808,Qual724-0219FoodBeverageServers,1,,369,19196420401602,1,1,1,4,1,3,2,2,5,5,6,4,3,6,6,6,4,5,5,4,5,4,4,5,4,3,6,3,7,4,6,6,6,5,6,6,6,6,6,6,6,4,4,3,2,4,4,,,,,,,,,,,,,,,,,1,1,1,2,3,5,2,1,2,35.099502563477,-106.51779937744,-1,
R_6LtuxN43GvK3YuF,Default Response Set,Anonymous,,,24.152.140.41,0,2015-03-08 14:48:48,2015-03-08 14:50:05,1,1208218690,NxiZSfrovz26ydDQPxTbBg**,11808,Qual724-0219FoodBeverageServers,1,,77,18159526898892,1,1,1,1,2,3,4,5,6,7,6,5,4,3,2,1,2,3,7,6,5,4,3,2,1,2,3,4,6,7,6,5,4,5,1,2,3,4,4,4,3,2,1,1,1,2,1,,,,,,,,,,,,,,,,,1,2,1,4,1,6,1,1,1,33.778793334961,-118.26390075684,-1,
R_bBCma0xjzDqmcAd,Default Response Set,Anonymous,,,74.69.221.16,0,2015-03-08 14:57:16,2015-03-08 15:00:22,1,1276659197,NxiZSfrovz1x1acIw95WdQ**,11808,Qual724-0219FoodBeverageServers,1,,186,19188187719102,1,1,1,6,3,5,5,4,3,5,7,3,4,7,7,6,6,6,5,5,7,6,6,6,6,6,7,3,7,6,7,6,6,5,7,4,5,7,7,7,7,6,7,7,7,7,7,,,,,,,,,,,,,,,,,1,1,2,4,3,5,2,3,2,42.970306396484,-72.279998779297,-1,
R_8HD82X0gFNsSPSR,Default Response Set,Anonymous,,,108.178.32.130,0,2015-03-08 14:51:57,2015-03-08 15:00:23,1,1277133463,NxiZSfrovz0p-eUYxww2HQ**,11808,Qual724-0219FoodBeverageServers,1,,506,19195315937082,1,1,1,7,5,6,4,3,5,3,7,5,6,5,3,7,5,4,6,6,5,7,6,6,5,5,7,6,7,5,6,6,5,5,6,6,5,7,6,7,5,6,7,5,6,7,5,,,,,,,,,,,,,,,,,1,2,1,4,1,7,2,3,6,41.887603759766,-87.63680267334,-1,
R_5bciqc27zAUUkqF,Default Response Set,Anonymous,,,76.221.92.200,0,2015-03-08 14:54:41,2015-03-08 15:00:47,1,1210639318,NxiZSfrovz2jlXrmKhzLtQ**,11808,Qual724-0219FoodBeverageServers,1,,366,18195908937732,1,1,1,4,4,3,3,3,5,5,5,4,5,6,6,5,5,5,4,4,5,4,4,4,5,4,4,3,3,2,2,2,2,5,5,4,4,5,5,5,5,5,5,5,6,6,6,,,,,,,,,,,,,,,,,1,3,1,4,1,3,2,5,4,41.699493408203,-87.836601257324,-1,
R_55x3o5y2aAt01CZ,Default Response Set,Anonymous,,,24.238.90.143,0,2015-03-08 15:26:07,2015-03-08 15:31:11,1,1269949272,NxiZSfrovz2gR1lGUCUoqw**,11808,Qual724-0219FoodBeverageServers,1,,304,19087337546352,1,1,1,7,4,5,4,5,5,7,7,2,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,3,4,3,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,1,2,4,3,5,2,3,4,41.071502685547,-75.127799987793,-1,
R_cShGghIsGUgMGDH,Default Response Set,Anonymous,,,96.244.115.12,0,2015-03-08 15:24:55,2015-03-08 15:32:01,1,1275480224,NxiZSfrovz0KefIPXhZCQw**,11808,Qual724-0219FoodBeverageServers,1,,426,19170467754912,1,1,1,5,2,4,4,4,4,5,5,4,3,4,3,4,4,4,5,4,5,4,4,3,5,3,5,5,6,7,7,7,7,5,5,5,6,6,6,6,6,4,5,5,5,5,3,,,,,,,,,,,,,,,,,1,3,1,4,3,3,2,4,3,39.401992797852,-76.63289642334,-1,
R_a5eddSaAgwdud93,Default Response Set,Anonymous,,,24.147.232.171,0,2015-03-08 15:37:49,2015-03-08 15:42:12,1,1264591066,NxiZSfrovz0-SFaaZW6aGA**,11808,Qual724-0219FoodBeverageServers,1,,263,19006803710172,1,1,1,6,2,5,5,5,2,5,5,2,2,7,7,6,6,5,3,3,5,3,5,4,5,3,5,5,7,7,7,7,7,5,6,6,6,6,6,6,6,6,6,7,6,7,7,,,,,,,,,,,,,,,,,1,4,2,4,3,7,3,5,4,42.395492553711,-71.181602478027,-1,
R_cGAwyxz3tBSPZ9X,Default Response Set,Anonymous,,,65.129.25.4,0,2015-03-08 15:39:50,2015-03-08 15:43:50,1,1273401342,NxiZSfrovz2Hxoc14rpeRA**,11808,Qual724-0219FoodBeverageServers,1,,240,19139222158452,1,1,1,5,5,5,6,5,3,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,6,6,5,3,4,3,4,4,4,5,6,5,5,5,5,6,5,5,5,6,6,5,6,,,,,,,,,,,,,,,,,1,1,2,5,3,3,2,2,1,43.634002685547,-116.32420349121,-1,
R_d0WM4YhjRaCzXLL,Default Response Set,Anonymous,,,68.98.30.213,0,2015-03-08 15:43:19,2015-03-08 15:45:19,1,1274355330,NxiZSfrovz3pjtdkLv8eew**,11808,Qual724-0219FoodBeverageServers,1,,120,19153560598092,1,1,1,7,7,7,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,6,5,5,6,6,7,7,5,6,6,6,6,6,7,7,7,7,7,6,6,7,,,,,,,,,,,,,,,,,1,2,2,4,1,6,2,4,5,33.444000244141,-112.13020324707,-1,
R_8qCRJGyICsqX5CR,Default Response Set,Anonymous,,,24.102.69.12,0,2015-03-08 15:49:26,2015-03-08 15:55:58,1,1276814616,NxiZSfrovz0QWE7NpReiQg**,11808,Qual724-0219FoodBeverageServers,1,,392,19190523666672,1,1,1,6,2,6,1,1,5,6,7,3,2,4,4,4,5,3,1,6,7,6,5,6,6,5,4,7,4,5,5,5,7,5,7,7,7,4,7,7,7,5,6,6,5,6,6,,,,,,,,,,,,,,,,,1,2,1,2,3,6,2,5,5,40.779205322266,-73.906997680664,-1,
R_72pBY5bqpdGSxxP,Default Response Set,Anonymous,,,204.73.55.131,0,2015-03-08 15:48:46,2015-03-08 16:02:32,1,1168980387,NxiZSfrovz0oWOY9YYdolw**,11808,Qual724-0219FoodBeverageServers,1,,826,17569775204802,1,1,1,3,3,4,3,1,7,7,7,6,7,7,6,6,7,6,5,6,7,7,7,7,7,7,7,5,7,7,7,3,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,5,2,4,1,2,2,4,3,44.999404907227,-93.296997070312,-1,
R_0wHPhhr4R6RJ6QJ,Default Response Set,Anonymous,,,68.98.189.71,0,2015-03-08 16:03:44,2015-03-08 16:05:04,1,1260806434,NxiZSfrovz0U-nawuDmCdg**,11808,Qual724-0219FoodBeverageServers,1,,80,18949920691212,1,1,1,7,7,7,6,6,3,3,6,5,6,6,4,5,5,6,6,5,6,6,5,6,6,5,6,7,5,6,6,6,5,5,4,5,2,5,5,3,6,4,5,5,7,5,6,,,,,,,,,,,,,,,,,1,2,1,5,3,3,2,5,4,38.863998413086,-77.192199707031,-1,
R_3ga9gsU53pqY8OF,Default Response Set,Anonymous,,,107.192.73.62,0,2015-03-08 16:15:36,2015-03-08 16:19:24,1,1264764174,NxiZSfrovz29H1rkvfOl5A**,11808,Qual724-0219FoodBeverageServers,1,,228,19009405523412,1,1,1,6,4,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,2,6,5,4,2,4,5,6,6,6,6,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,4,1,4,3,5,2,3,4,28.398895263672,-81.33699798584,-1,
R_a3EAsu12FPu3FB3,Default Response Set,Anonymous,,,70.126.29.100,0,2015-03-08 16:40:20,2015-03-08 16:44:09,1,1276803507,NxiZSfrovz1MvxgenDIzpg**,11808,Qual724-0219FoodBeverageServers,1,,229,19190356698402,1,1,1,7,4,4,6,6,2,4,6,3,3,6,6,6,6,6,3,5,6,5,6,6,6,6,6,2,5,4,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,1,2,1,4,3,3,2,3,4,28.477203369141,-82.599899291992,-1,
R_3IAHHJBe3uA66gZ,Default Response Set,Anonymous,,,75.168.58.28,0,2015-03-08 16:46:02,2015-03-08 16:48:47,1,1264575056,NxiZSfrovz14gA1Hh2Ijtw**,11808,Qual724-0219FoodBeverageServers,1,,165,19006563079872,1,1,1,6,3,4,3,4,4,4,4,3,5,6,6,6,6,6,6,6,6,6,4,5,5,4,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,,1,2,1,4,1,3,2,4,2,44.964492797852,-93.261703491211,-1,
R_20n7us2ABrzrEa1,Default Response Set,Anonymous,,,50.174.52.212,0,2015-03-08 16:58:26,2015-03-08 17:02:56,1,1277364059,NxiZSfrovz37lfAeBRGsZA**,11808,Qual724-0219FoodBeverageServers,1,,270,19198781794962,1,1,1,5,2,2,3,4,4,6,6,5,4,6,6,6,6,6,6,6,6,3,6,6,6,6,6,4,7,6,5,4,6,5,5,5,7,6,7,7,6,6,6,6,6,5,7,,,,,,,,,,,,,,,,,1,2,2,4,3,3,2,3,3,37.280303955078,-121.95669555664,-1,
R_00wLP48HsvOzei9,Default Response Set,Anonymous,,,173.52.116.194,0,2015-03-08 17:07:25,2015-03-08 17:12:43,1,1264644182,NxiZSfrovz0zSguiVmWPow**,11808,Qual724-0219FoodBeverageServers,1,,318,19007602043652,1,1,1,7,5,5,4,3,4,4,5,3,3,6,6,6,7,6,4,6,6,5,5,5,7,7,6,2,4,2,2,2,3,5,7,6,7,7,5,7,7,4,5,5,4,4,6,,,,,,,,,,,,,,,,,1,5,2,4,1,2,2,5,5,40.7333984375,-73.428100585938,-1,
R_55N9yLBl4RkAq7H,Default Response Set,Anonymous,,,96.250.42.129,0,2015-03-08 17:13:33,2015-03-08 17:17:54,1,1264677375,NxiZSfrovz1iY6Ku5EVy0A**,11808,Qual724-0219FoodBeverageServers,1,,261,19008100934442,1,1,1,4,4,3,3,3,5,5,5,3,5,5,5,5,5,5,6,5,5,6,4,6,6,4,6,4,6,4,4,6,6,5,7,6,6,7,6,6,6,5,6,6,5,5,6,,,,,,,,,,,,,,,,,1,2,1,5,3,6,2,4,5,40.763702392578,-73.772499084473,-1,
R_2aGM5tmkzrvmFkF,Default Response Set,Anonymous,,,108.240.95.74,0,2015-03-08 17:16:34,2015-03-08 17:20:57,1,1085137086,NxiZSfrovz2W-3Ls7nUYIg**,11808,Qual724-0219FoodBeverageServers,1,,263,16309610390772,1,1,1,7,5,4,6,7,7,7,5,6,7,6,7,5,6,7,7,6,4,6,7,5,6,7,5,6,7,7,5,6,7,5,7,6,3,6,5,6,5,6,7,6,6,5,5,,,,,,,,,,,,,,,,,1,2,1,1,4,3,1,3,3,39.788696289062,-84.216300964355,-1,
R_3q68IKutGrUxQqh,Default Response Set,Anonymous,,,72.194.222.35,0,2015-03-08 17:33:32,2015-03-08 17:37:47,1,1272813612,NxiZSfrovz091uOLDpoNMg**,11808,Qual724-0219FoodBeverageServers,1,,255,19130388576552,1,1,1,5,5,6,4,6,5,6,6,4,4,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,7,5,5,4,7,5,7,7,7,7,5,7,7,3,6,7,7,6,7,,,,,,,,,,,,,,,,,1,2,2,4,1,6,2,1,2,34.419403076172,-119.70719909668,-1,
R_5nkmggb0dwgLBRj,Default Response Set,Anonymous,,,207.244.86.78,0,2015-03-08 18:01:27,2015-03-08 18:04:16,1,1270113354,NxiZSfrovz2xD0gXv8AJPg**,11808,Qual724-0219FoodBeverageServers,1,,169,19089803698812,1,1,1,7,4,6,7,5,7,6,6,6,7,7,5,6,5,7,7,5,5,7,7,4,6,7,5,7,7,7,6,5,5,5,7,7,5,6,6,7,6,7,7,6,7,6,5,,,,,,,,,,,,,,,,,1,2,1,4,1,6,2,4,5,38.793197631836,-77.536598205566,-1,
R_bvhUqUPA8s15FC5,Default Response Set,Anonymous,,,97.91.28.12,0,2015-03-08 18:15:11,2015-03-08 18:17:29,1,1256647120,NxiZSfrovz2ICkpkqtRnew**,11808,Qual724-0219FoodBeverageServers,1,,138,18887406201792,1,1,1,7,7,7,7,7,4,4,5,4,4,7,7,7,7,7,5,6,6,5,6,6,6,5,6,4,4,5,5,4,4,5,7,6,6,6,6,6,6,6,6,6,5,6,6,,,,,,,,,,,,,,,,,1,1,2,4,3,2,1,2,5,42.126007080078,-83.391296386719,-1,
